20232,Struve 3028,,1,23 38.6, 35 02,AND,,7.1,9.6,16.1,198,9,89/ 124,A2,1966,16894,
20233,Struve 3034,,1,23 44.5, 46 23,AND,,7.6,9.8,5.4,103,9,59,A0,1831,16965,
20234,Struve 3042,,1,23 51.8, 37 53,AND,,7.8,7.8,5.4,87,9,89,F5,1977,17054,
20235,Struve 3050,,1,23 59.5, 33 43,AND,AB,6.6,6.6,1.7,312,9,89,F8,1982,17149,
20236,Struve 3050-AC,,1,23 59.5, 33 43,AND,AC,6.6,12.9,81.2,293,9,89,F8,1960,17149,
20237,Struve 3064,,1,00 07.7, 40 09,AND,R,7,10,24.8,3,4,59,G5,1956,82,
20238,Struve 33,,1,00 31.0, 34 06,AND,,8.7,8.8,2.7,211,4,90,F5,1978,421,
20239,Struve 40,,1,00 35.2, 36 50,AND,AB,7,9,11.7,312,4,90,K0,1831,486,FIXED.  Y/B
20240,Struve 40-AC,,1,00 35.2, 36 50,AND,AC,6.8,12.8,24.9,123,4,90,K0,1913,486,
20241,Struve 41,,1,00 35.1, 39 10,AND,,8.8,12,15.8,188,4,60/ 90,K0,1833,481,
20242,Struve 42,,1,00 36.0, 30 00,AND,AB,9,9.8,6.1,24,4,90,F8,1974,497,Optical.
20243,Struve 42-AC,,1,00 36.0, 30 00,AND,AC,8.7,11.4,27.2,260,4,90,F8,1972,497,Optical.
20244,Struve 47,,1,00 40.3, 24 03,AND,AB,7.6,9.4,16.5,205,4,126,A3,1832,562,
20245,Struve 52,,1,00 44.1, 46 13,AND,,7.9,8.9,1.4,8,4,60,F5,1828,616,
20246,Struve 55,,1,00 44.4, 33 36,AND,,8.1,8.9,2.1,327,4,90,A3,1831,618,
20247,Struve 72,,1,00 54.6, 39 10,AND,,8.8,9.8,24.2,176,4,60/ 90,M,1831,745,
20248,Struve 79,,1,01 00.1, 44 42,AND,,6,6.8,7.8,193,4,60,B9,1822,824,Both A and B are sp-bin.  BW/BW
20249,StruveO 11,,1,00 30.6, 32 09,AND,,8,7.6,197.8,317,4,90,F2,1914,,STT 11 rej.
20250,StruveO 11-AC,,1,01 07.1, 38 39,AND,AC,8,8.2,61.5,161,4,60/ 91,F8,1932,918,STT (App) 11.
20251,StruveO 13,,1,00 31.8, 36 58,AND,AB,8.2,11.3,6.4,133,4,90,G0,1850,439,
20252,StruveO 13-AC,,1,00 31.8, 36 58,AND,AC,8.1,12.8,29.2,163,4,90,G0,1878,439,
20253,StruveO 13-AD,,1,00 31.8, 36 58,AND,AD,8.2,10.9,41.3,180,4,90,G0,1866,439,
20254,StruveO 14,,1,00 32.9, 28 17,AND,AB,6.4,10.4,8.6,159,4,90/ 126,G5,1961,455,A is a sp-bin.
20255,StruveO 14-AC,,1,00 32.9, 28 17,AND,AC,6.4,12.3,60,84,4,90/ 126,G5,1912,455,
20256,StruveO 17,,1,00 39.6, 36 48,AND,,7.9,11.1,8.5,161,4,90,F0,1846,553,
20257,StruveO 17-AB,,1,01 24.5, 39 01,AND,AB,8.3,9.8,37.2,103,4,61/ 91,G5,1875,,STT (App) 17.
20258,StruveO 17-AC,,1,01 24.5, 39 01,AND,AC,8.6,9.1,143.7,339,4,61/ 91,G5,1917,,
20259,StruveO 19,,1,00 43.8, 37 33,AND,,8.3,11.2,9.7,114,4,90,K0,1847,612,
20260,StruveO 2,,1,00 13.4, 26 59,AND,ABxC,6.4,9.1,18,225,4,125/ 126,F5,1851,161,P = 368 yr.; a = 0.56''; motion retrograde.
20261,StruveO 242,,1,23 06.6, 46 55,AND,,8,8,79.8,31,9,88,B3,1876,,
20262,StruveO 244,,1,23 19.6, 48 22,AND,AB,6.5,9.8,85.8,300,9,88,K0,1920,,
20263,StruveO 244-AC,,1,23 19.6, 48 22,AND,AC,6.4,11.4,134.3,105,9,88,K0,1925,,
20264,StruveO 256,,1,00 08.1, 31 23,AND,AB,7.9,7.9,109.5,115,4,89,A5,1923,,STT (App) 256.
20265,StruveO 29,,1,01 18.9, 39 57,AND,,7.5,11.7,21,265,4,61/ 91,G5,1866,1053,STT 29 rej.
20266,StruveO 40,,1,02 21.7, 38 30,AND,,8.4,9.2,0.7,48,4,62/ 92/ 93,A3,1977,1799,
20267,StruveO 493,,1,23 19.0, 48 28,AND,,7.5,10.5,8.4,25,9,88,A5,1847,16673,
20268,StruveO 500,,1,23 37.5, 44 26,AND,AB,6.3,7.2,0.5,357,9,59/ 88,B9,1981,16877,Orbit calc'd.
20269,StruveO 500-AC,,1,23 37.5, 44 26,AND,AC,5.9,10.5,115.8,334,9,59/ 88,B9,1912,16877,
20270,StruveO 501,,1,23 40.1, 37 39,AND,,6.2,9.6,14.9,164,9,89/ 124,F0,1847,16913,
20271,StruveO 506,,1,23 48.6, 36 17,AND,AC,7.2,10.6,19.5,80,9,89,G0,1868,17019,STT 506 rej.
20272,StruveO 509,,1,23 50.5, 43 25,AND,,7.8,9.7,5.5,105,9,59,A0,1854,17037,
20273,StruveO 510,,1,23 51.5, 42 05,AND,AB,7.7,8,0.5,308,9,59,A5,1959,17050,
20274,StruveO 513,,1,23 58.3, 35 01,AND,,6.8,9.3,3.5,21,9,89,A3,1851,17136,
20275,StruveO 547,,1,00 05.3, 45 49,AND,AD,8.6,11.3,82.2,188,4,59,K2,1931,48,Orbits calc'd. O/O
20276,StruveO 547-AF,,1,00 05.3, 45 49,AND,AF,8.9,10.1,127.4,255,4,59,K2,1897,48,
20277,vandenBos 2547,,1,23 48.6, 36 17,AND,AB,7.6,8.6,0.3,346,9,89,G0,1958,17019,
20278,vandenBos 2550,,1,01 42.5, 50 00,AND,ABxC,8.7,9.7,53.5,51,4-Jan,37/ 61,,1962,1341,
20279,Weisse 3,,1,01 20.1, 36 38,AND,,8.8,9.1,4.4,185,4,91,G0,1970,1080,
20280,DELTA ANT,Herschel 50,0,10 29.6,-30 36,ANT,,5.7,9.7,11,226,20,366,A0,1848,,H N 50.
20281,ETA ANT,Herschel 4271,0,09 58.9,-35 53,ANT,,5.3,11.3,31,318,20,365,F0,1898,,
20282,ZETA-1 ANT,Dunlop 78,0,09 30.8,-31 53,ANT,,6.3,7.2,8,213,20,364,A0,1836,,
20283,Argelander 23,,1,09 56.9,-28 32,ANT,,8.5,11,57.6,82,20,324/ 365,A3,1883,,
20284,Cordoba 100,,1,10 18.1,-40 14,ANT,,8.3,9.4,7,323,20,365/ 366/ 399,A0,1903,,
20285,Cordoba 85,,1,09 32.6,-38 18,ANT,,8.6,11.6,7.8,137,20,364,A0,1920,,
20286,Dawson 49,,1,10 09.0,-34 55,ANT,,8.7,12.7,3.7,248,20,365,A0,1920,,
20287,Finsen 27,,1,10 33.2,-39 46,ANT,,8.6,13,4.3,241,20,366/ 399,A0,1983,,
20288,Finsen 77,,1,09 53.7,-32 06,ANT,,8.8,9,0.4,324,20,365,F8,1983,,
20289,Herschel 2498,,1,09 30.7,-25 37,ANT,,7.7,13,16.4,33,20,323,A3,1898,,
20290,Herschel 4218,,1,09 33.1,-36 24,ANT,,7.6,10.5,5.7,28,20,364,A0,1879,,
20291,Herschel 4224,,1,09 36.0,-31 13,ANT,,8.3,8.8,7.5,117,20,364/ 365,G,1848,,
20292,Herschel 4228,,1,09 38.8,-32 20,ANT,AB,9,9.5,2.3,162,20,364/ 365,G0,1914,,
20293,Herschel 4228-AC,,1,09 38.8,-32 20,ANT,AC,9,11.7,21.2,239,20,364/ 365,,1920,,
20294,Herschel 4228-AE,,1,09 38.8,-32 20,ANT,AE,9,12,48,202,20,364/ 365,,1800,,
20295,Herschel 4239,,1,09 45.0,-38 35,ANT,,8.5,10.5,9.9,196,20,365,A0,1920,,
20296,Herschel 4249,,1,09 48.8,-35 00,ANT,,8,8.1,4.3,122,20,365,A3,1836,,
20297,Herschel 4277,,1,10 01.8,-28 40,ANT,,8.5,8.9,21.9,32,20,324/ 365,A0,1886,7614,
20298,Herschel 4304,,1,10 20.2,-33 08,ANT,,7.6,10.1,9.5,286,20,365/ 366,A2,1898,,
20299,Herschel 4381,,1,10 54.6,-38 45,ANT,,7.1,8.5,25.8,42,20,366,B9,1879,,
20300,Holden 99,,1,09 47.9,-27 35,ANT,,8.5,9.8,2,220,20,323,A0,1888,7518,
20301,Hough 371,,1,10 05.8,-30 53,ANT,,6.6,12.1,6.2,43,20,365,K0,1891,,
20302,Howe 66,,1,09 39.9,-32 55,ANT,,8.2,10.5,5.6,17,20,364/ 365,A5,1877,,
20303,Howe 67,,1,10 10.7,-36 35,ANT,,8.6,9,3.8,130,20,365,A2,1885,,
20304,Howe 68,,1,10 14.7,-36 38,ANT,AB,9,9.7,3,305,20,365,F0,1877,,
20305,Howe 68-AC,,1,10 14.7,-36 38,ANT,AC,9,13,5,203,20,365,,1800,,
20306,Innes 1202,,1,10 34.3,-37 23,ANT,,7.2,11,3.7,130,20,366,B9,1926,,
20307,Innes 1519,,1,09 46.8,-39 19,ANT,AB,8.1,8.4,0.1,10,20,365/ 398,F0,1964,,
20308,Innes 1519-ABxC,,1,09 46.8,-39 19,ANT,ABxC,7.4,13,8,270,20,365/ 398,,1800,,
20309,Innes 1530,,1,11 02.6,-40 06,ANT,,8.6,12.3,2.5,309,20,366/ 367/ 400,F5,1927,,
20310,Innes 205,,1,09 48.7,-26 24,ANT,,6.8,10.8,1.7,324,20,323/ 324,F0,1976,7524,
20311,Innes 209,,1,10 24.4,-38 34,ANT,,8.4,8.6,1.2,128,20,366,F0,1976,,
20312,Innes 292,,1,10 04.3,-28 23,ANT,,8,8.2,0.3,346,20,324/ 365,F8,1983,7629,Orbit calc'd.
20313,Innes 395,,1,09 44.9,-37 33,ANT,,9,9.4,0.6,344,20,365,A2,1966,,
20314,Innes 842,,1,09 54.5,-34 54,ANT,,7.5,11.3,3.9,31,20,365,A2,1911,,
20315,Innes 851,,1,10 16.3,-28 58,ANT,,8.5,8.6,0.3,251,20,324/ 365/ 366,F5,1983,7706,P = 90 yr.; a = 0.30''; motion retrograde.
20316,Innes 864,,1,11 00.4,-40 15,ANT,AB,8.8,8.8,1,356,20,366/ 367/ 400,G0,1911,,
20317,Innes 864-ABxC,,1,11 00.4,-40 15,ANT,ABxC,8.1,12.8,20.9,39,20,366/ 367/ 400,,1911,,
20318,Jessup 339,,1,09 40.2,-35 11,ANT,,8.6,12.2,2.1,264,20,364/ 365,G0,1928,,
20319,Jessup 351,,1,09 48.5,-37 37,ANT,,7,12.5,2.3,71,20,365,K2,1929,,
20320,Jessup 374,,1,10 07.9,-38 21,ANT,,8.5,11.3,3.8,148,20,365,A2,1929,,
20321,Rossiter 1488,,1,10 13.8,-40 20,ANT,,6,13,4.7,104,20,365/ 399,K0,1935,,
20322,Rossiter 2646,,1,09 40.8,-37 09,ANT,,7.8,13,4.7,21,20,364/ 365,F8,1935,,
20323,Rossiter 2678,,1,10 09.6,-35 51,ANT,,6.2,10.9,2.3,283,20,365,G0,1964,,
20324,Rossiter 2702,,1,10 40.8,-37 50,ANT,,8.7,9.5,0.4,221,20,366,A5,1977,,
20325,vandenBos 1136,,1,09 54.8,-29 42,ANT,AC,8.9,11,15.7,126,20,323/ 324/ 365,,1966,,
20326,vandenBos 1175,,1,10 58.2,-35 40,ANT,,8.5,9,0.6,247,20,366/ 367,G0,1980,,
20327,vandenBos 1690,,1,10 42.2,-33 42,ANT,,8.9,11.9,5.7,294,20,366,K0,1897,,
20328,vandenBos 184,,1,09 31.1,-25 06,ANT,AB,8.7,11.4,20.6,276,20,323,G5,1959,7410,
20329,vandenBos 185,,1,09 36.0,-27 30,ANT,,7.6,10.6,3.6,204,20,323,A0,1926,7452,
20330,vandenBos 2002,,1,10 43.0,-36 30,ANT,,9,13,2.3,126,20,366,K0,1932,,
20331,vandenBos 2220,,1,09 34.7,-25 08,ANT,,8.2,11,14.4,74,20,323,G5,1960,,
20332,vandenBos 2222,,1,09 35.4,-38 53,ANT,,7.9,13,6,250,20,364,K2,1800,,
20333,vandenBos 2223,,1,09 41.2,-36 02,ANT,,7.3,13,11,88,20,364/ 365,F8,1800,,
20334,vandenBos 2234,,1,10 19.1,-28 58,ANT,,8.3,12,8,270,20,324/ 365/ 366,F0,1800,,
20335,BETA APS,Herschel 4858,0,16 43.2,-77 30,APS,,4.2,12,51.1,72,26,468,G8,1900,,
20336,DELTA-1 APS,,0,16 20.4,-78 42,APS,AB,4.8,5.2,102.9,12,26,468,M5,1872,,An irr var.
20337,DELTA-1-AC APS,,0,16 20.4,-78 42,APS,AC,4.8,12.5,90.5,74,26,468,,1918,,An irr var.
20338,KAPPA APS,Herschel 4764,0,15 31.5,-73 23,APS,,5.7,12.6,27,255,25,453/ 468,B5,1918,,A is var.
20339,KAPPA-2 APS,Harvard 249,0,15 40.4,-73 26,APS,AB,5.8,12.5,15,120,25,453/ 468,B8,1800,,
20340,Cordoba 176,,1,14 47.5,-75 59,APS,,8.8,10,12,121,25,467,A0,1901,,
20341,Finsen 300,,1,16 57.0,-71 06,APS,,6.6,12.1,2.8,162,26,454,A2,1930,,
20342,Gilliss 241,,1,18 15.4,-76 39,APS,,8.5,8.8,2.1,76,26,469,F2,1911,,
20343,Harvard 241,,1,14 59.9,-75 02,APS,,6.3,13,30,35,25,467,B9,1800,,
20344,Harvard 255,,1,16 40.8,-72 18,APS,,6.7,10.7,2.2,246,26,454/ 468,K0,1902,,
20345,Harvard 275,,1,17 44.3,-72 13,APS,,7.3,7.6,0.4,242,26,455/ 469,F5,1982,,P = 101 yr.; a = 0.65''; motion retrograde.
20346,Harvard 282,,1,18 11.3,-75 53,APS,,5.7,13,25.9,231,26,469,K5,1902,,
20347,Harvard 284,,1,18 12.6,-73 40,APS,,6,9,2.8,252,26,455/ 469,F5,1974,,
20348,Herschel 4667,,1,14 22.6,-73 33,APS,,8.4,8.9,2.4,140,25,452/ 467,A0,1879,,
20349,Herschel 4671,,1,14 29.4,-80 06,APS,,8.1,9,5,127,25,467,F8,1836,,
20350,Herschel 4695,,1,14 51.5,-74 56,APS,,6.8,12,17.7,290,25,467,B9,1901,,
20351,Herschel 4697,,1,14 50.5,-70 32,APS,,8.4,9.6,15.3,141,25,452,F8,1879,,
20352,Herschel 4703,,1,14 59.6,-78 30,APS,,8.6,12.5,16.8,240,25,467,G5,1918,,
20353,Herschel 4742,,1,15 20.3,-75 34,APS,,6.9,12.7,32,200,25,468,K0,1900,,
20354,Herschel 4751,,1,15 24.1,-75 12,APS,,9,9.3,5,120,25,468,A0,1872,,
20355,Herschel 4759,,1,15 35.7,-80 12,APS,,8.6,10.2,21.4,62,25,468,K0,1919,,
20356,Herschel 4760,,1,15 32.5,-77 30,APS,,9,9.6,11.9,16,25,468,A2,1880,,
20357,Herschel 4787,,1,15 49.3,-79 37,APS,,8.8,9.7,9.9,304,25,468,G5,1871,,
20358,Herschel 4790,,1,15 52.0,-78 42,APS,,8.5,10.7,12.5,348,25,468,A0,1919,,
20359,Herschel 4792,,1,15 47.2,-72 27,APS,,8.9,11,7.7,107,25,453/ 468,B8,1872,,
20360,Herschel 4860,,1,16 48.2,-79 39,APS,,8.9,12.7,14.7,235,26,468,A2,1918,,
20361,Herschel 4884,,1,17 09.9,-82 18,APS,,7.2,9.2,34.9,8,26,468/ 469,A0,1919,,
20362,Herschel 4904,,1,17 10.3,-75 22,APS,,7.6,9.3,7.1,187,26,468/ 469,F2,1872,,
20363,Herschel 4947,,1,17 48.5,-81 53,APS,,8.8,9.1,9.7,72,26,469,K0,1940,,
20364,Herschel 4954,,1,17 38.8,-72 08,APS,,8.4,12.8,15.3,297,26,455/ 469,A0,1918,,
20365,Herschel 4976,,1,17 55.9,-70 31,APS,,8.5,10.1,24.8,51,26,455,G5,1918,,
20366,Herschel 4999,,1,18 10.5,-75 11,APS,,7.9,9.2,13.1,173,26,469,A0,1835,,
20367,Herschel 5001,,1,18 08.4,-72 20,APS,,9,12,11,308,26,455/ 469,G5,1918,,
20368,Innes 326,,1,14 31.9,-76 16,APS,AB,7,10.3,2.3,118,25,467,K0,1898,,
20369,Innes 333,,1,15 59.9,-78 01,APS,,7.1,7.4,0.3,106,25,468,F5,1932,,
20370,Innes 334,,1,16 06.7,-71 52,APS,,8.7,10.5,2.1,137,26,453,A0,1930,,
20371,Innes 335,,1,16 19.8,-71 26,APS,,8.5,10.3,3.7,204,26,454,B9,1900,,
20372,Innes 427,,1,14 58.3,-70 56,APS,,8.5,10.3,2.1,346,25,452/ 453,B9,1902,,
20373,Innes 524,,1,14 38.0,-79 59,APS,,8.7,9,0.4,74,25,467,A2,1976,,
20374,Innes 610,,1,17 46.4,-70 19,APS,,8,11,2.2,72,26,455,G5,1914,,
20375,Innes 614,,1,17 54.1,-75 13,APS,,8.3,12,5.4,22,26,469,G0,1933,,
20376,LaPlata 49,,1,14 47.8,-72 04,APS,,9,9.5,1.2,301,25,452/ 467,A0,1920,,
20377,Luyten 582,,1,17 10.7,-74 24,APS,AC,9,11.8,40,45,26,468/ 469,,1800,,Separation 740''.
20378,Luyten 603,,1,17 47.7,-82 12,APS,,8.8,12.5,170,45,26,469,K0,1800,,
20379,NZO 71,,1,16 07.7,-76 07,APS,,9,10.5,2,340,26,468,K0,1800,,
20380,Rossiter 2912,,1,14 48.2,-82 03,APS,,8.9,11.1,2.5,41,25,467,K0,1934,,
20381,Rossiter 2943,,1,15 18.6,-78 28,APS,,7.6,7.9,0.5,115,25,467/ 468,F0,1933,,
20382,Rossiter 2956,,1,15 36.1,-81 43,APS,,8.2,11.2,2.2,41,25,468,F8,1934,,
20383,Rossiter 3054,,1,17 05.4,-81 09,APS,,8.9,10.7,2.7,354,26,468/ 469,K0,1934,,
20384,Rossiter 3156,,1,18 20.4,-80 14,APS,,7.3,11,2.5,27,26,469,K2,1934,,
20385,vandenBos 1743,,1,13 53.1,-73 15,APS,,7,11.6,3.1,288,25,452/ 467,A0,1930,,
20386,vandenBos 1753,,1,14 25.3,-71 34,APS,,8.8,12.8,2.2,175,25,452,K0,1929,,
20387,vandenBos 2041,,1,16 27.7,-73 04,APS,,9,9.4,0.3,58,26,454/ 468,A0,1934,,
20388,vandenBos 2333,,1,14 20.1,-73 24,APS,AB,8.8,13,5,207,25,452/ 467,F8,1930,,
20389,vandenBos 2333-AC,,1,14 20.1,-73 24,APS,AC,8.8,13,5.4,60,25,452/ 467,,1930,,
20390,vandenBos 2337,,1,14 35.0,-73 31,APS,,8.8,11.3,7,200,25,452/ 467,,1800,,
20391,vandenBos 2360,,1,15 40.4,-73 28,APS,,8.3,11.3,6,,25,453/ 468,,1800,,
20392,5 AQL,Struve 2379,0,18 46.5,-00 57,AQL,APxB,6.1,7.9,12.8,120,15/ 16,250,A0,1965,11667,W/B
20393,5-APxC AQL,Struve 2379-APxC,0,18 46.5,-00 57,AQL,APxC,5.7,11.3,26.3,146,15/ 16,250,A0,1880,11667,
20394,5-BC AQL,Struve 2379-BC,0,18 46.5,-00 57,AQL,BC,7.9,11.3,15.3,167,15/ 16,250,A0,1877,11667,
20395,11 AQL,Struve 2424,0,18 59.1, 13 37,AQL,AB,5.4,8.9,17.8,288,15/ 16,205/ 206,F5,1964,11902,
20396,11-AC AQL,Struve 2424-AC,0,18 59.1, 13 37,AQL,AC,5.4,12.4,78.2,267,15/ 16,205/ 206,F5,1959,11902,
20397,15 AQL,South-Herschel 286,0,19 05.0,-04 02,AQL,,5.5,7.2,38.8,209,16,251,K0,1975,12007,YW/RP
20398,23 AQL,Struve 2492,0,19 18.5, 01 04,AQL,AB,5.3,9.3,2.9,4,16,251,K0,1979,12289,
20399,24 AQL,Struve 40-AB,0,19 18.8, 00 20,AQL,AB,6.5,6.7,423.4,316,16,251,K0,1835,,STF 40; App I.
20400,24-AP AQL,Struve 40-AP,0,19 18.8, 00 20,AQL,AP,6.5,12.6,49.5,160,16,251,K0,1911,,STF 40; App I.
20401,26 AQL,,0,19 20.5,-05 24,AQL,,5.1,11.9,115.9,9,16,251,G5,1959,,A is a sp-bin.
20402,28 AQL,South 717,0,19 19.7, 12 22,AQL,AB,5.4,8.9,60.2,175,16,206,F0,1856,,A is the Delta Scuti-type var V1208 Aql.
20403,31 AQL,,0,19 24.9, 11 54,AQL,AB,5.2,8.7,105.6,343,16,206/ 207,G5,1909,,
20404,31-AC AQL,,0,19 24.9, 11 54,AQL,AC,5.2,10.6,113.7,322,16,206/ 207,G5,1909,,
20405,45 AQL,Herschel 2888,0,19 40.7,-00 37,AQL,,5.5,12.7,42.2,354,16,252,A0,1900,12775,
20406,56 AQL,Herschel 900,0,19 54.1,-08 34,AQL,,6,12.1,46.5,77,16,297,K5,1880,,
20407,57 AQL,Struve 2594,0,19 54.6,-08 13,AQL,,5.8,6.5,36,170,16,297,B3,1833,,Y/G
20408,71 AQL,Burnham 672,0,20 38.4,-01 06,AQL,,4.5,11,32.2,281,16,254,K0,1878,14081,A is a long-period sp-bin.
20409,ALPHA AQL,Struve 10,0,19 50.7, 08 51,AQL,AB,0.9,9.6,165.2,301,16,207,A5,1925,13009,
20410,ALPHA-AC AQL,Struve 10-AC,0,19 50.7, 08 51,AQL,AC,0.9,10.1,247.2,100,16,207,A5,1959,13009,
20411,BETA AQL,StruveO 532,0,19 55.3, 06 24,AQL,AB,3.9,11.8,12.9,6,16,207,K0,1976,13110,A is var.
20412,BETA-AC AQL,StruveO 532-AC,0,19 55.3, 06 24,AQL,AC,3.9,10.5,175,348,16,207,K0,1925,13110,
20413,CHI AQL,StruveO 380,0,19 42.6, 11 49,AQL,AC,5.3,12.3,81.6,48,16,207,F5,1912,12808,A sp-bin.
20414,EPSILON AQL,,0,18 59.6, 15 04,AQL,AB,4.2,10.1,131.1,187,15/ 16,205/ 206,K0,1887,,A is a sp-bin.
20415,EPSILON-AC AQL,,0,18 59.6, 15 04,AQL,AC,4.2,10.2,148.6,163,15/ 16,205/ 206,K0,1887,,A is a sp-bin.
20416,GAMMA AQL,Gallo AQL,0,19 46.3, 10 36,AQL,,2.8,10.8,132.6,258,16,207,K2,1879,,
20417,GAMMA CRA,Herschel 5084,0,19 06.4,-37 00,AQL,AB,5,5,3,54,22,379,F8,1834,,
20418,IOTA AQL,Jonckheere 118,0,19 36.7,-01 16,AQL,,4.3,13,47,161,16,252,B5,1910,12663,
20419,NU-1 AQL,,0,19 26.5, 00 20,AQL,,4.9,9.1,201,288,16,251/ 252,F0,1901,,
20420,PI AQL,Struve 2583,0,19 48.7, 11 49,AQL,AB,6.1,6.9,1.4,108,16,207,F2,1981,12962,YW/YW
20421,PI-AC AQL,Struve 2583-AC,0,19 48.7, 11 49,AQL,AC,5.7,12.2,33.6,305,16,207,F2,1886,12962,
20422,SIGMA AQL,Herschel 2886,0,19 39.1, 05 23,AQL,,5.2,12.1,47.8,328,16,207/ 252,B3,1903,12737,A is Beta Lyrae var; spectrum composite; B3V+B3V.
20423,THETA AQL,Herschel 27,0,20 11.3,-00 49,AQL,,3.4,13,113.7,260,16,253,A0,1901,,H VI 27. A is a sp-bin.
20424,V342 AQL,StruveO 370,0,19 17.1, 09 21,AQL,AB,8.5,9.1,19.5,14,16,206,K0,1846,12259,B is the Algol-type system
20425,ZETA AQL,Burnham 287,0,19 05.4, 13 52,AQL,AB,3,12,6.5,53,16,206,A0,1934,12026,
20426,ZETA-AC AQL,Burnham 287-AC,0,19 05.4, 13 52,AQL,AC,3,11.8,158.6,77,16,206,A0,1879,12026,
20427,AG 248,,1,20 13.4, 01 28,AQL,,8.9,10.4,3.7,2,16,253,G5,1945,13529,
20428,AG 251,,1,20 17.7, 06 11,AQL,AB,8.6,10,7.3,185,16,208,A3,1894,13644,
20429,AGClark 10,,1,19 44.9, 10 46,AQL,AB,8.2,8.2,0.3,137,16,207,B3,1878,12864,
20430,Aitken 101,,1,19 20.5,-06 02,AQL,,8.9,11,3.1,37,16,251/ 296,F0,1900,12327,
20431,Aitken 105,,1,19 35.8,-03 03,AQL,AB,8.8,11,2.5,338,16,252,G5,1900,12640,
20432,Aitken 105-AC,,1,19 35.8,-03 03,AQL,AC,8.8,11,54,186,16,252,G5,1900,12640,
20433,Aitken 108,,1,19 47.1,-08 09,AQL,,8.5,8.9,0.2,84,16,297,K0,1978,12911,P = 192 yr.; a = 0.27''; motion direct.
20434,Aitken 1182,,1,19 27.6, 09 10,AQL,,9,9.8,0.7,295,16,206/ 207,K2,1905,12465,
20435,Aitken 1183,,1,19 28.7,-00 36,AQL,,8.5,10.5,2.2,356,16,251/ 252,A0,1905,12490,
20436,Aitken 1184,,1,19 31.0, 08 23,AQL,,9,9.7,1.1,108,16,206/ 207,G0,1971,12537,
20437,Aitken 1188,,1,19 36.0, 00 06,AQL,AC,7.9,11.9,109.1,228,16,252,G5,1909,12644,
20438,Aitken 1657,,1,19 41.6, 13 51,AQL,,8.7,13,4.5,58,16,207,A0,1907,12788,
20439,Aitken 1663,,1,19 57.6, 15 24,AQL,AC,8.4,11.9,54.8,105,16,207/ 208,F5,1912,13166,
20440,Aitken 2197,,1,19 29.5, 03 05,AQL,AB,8,13,2.5,242,16,251/ 252,B5,1910,12508,
20441,Aitken 2268,,1,19 17.8, 03 17,AQL,,9,9.5,0.6,211,16,251,G5,1981,12275,
20442,Aitken 2276,,1,20 01.8, 01 10,AQL,,9,13,3.8,60,16,252/ 253,K0,1910,13266,
20443,Aitken 2279,,1,20 17.4, 01 28,AQL,,8.5,11.7,4.3,300,16,253,F0,1910,13631,
20444,Aitken 39,,1,19 01.1,-06 35,AQL,,8.7,12.2,5.2,284,16,251/ 296,K2,1893,11931,
20445,Aitken 859,,1,18 43.9, 00 13,AQL,,8.5,8.9,0.3,10,15/ 16,250,A0,1904,11614,
20446,Aitken 862,,1,18 54.6,-01 17,AQL,,9,12.5,4.4,162,15/ 16,250/ 251,F8,1895,11809,
20447,Aitken 98,,1,19 14.2,-08 42,AQL,AB,6.5,11,26,128,16,296,K0,1937,12188,
20448,Baillaud 1551,,1,20 15.2, 02 17,AQL,,7.9,11.9,9.3,42,16,253,K0,1909,,
20449,Baillaud 2516,,1,19 33.2, 03 40,AQL,,9,11.4,17.4,95,16,252,,1910,,
20450,Baillaud 2529,,1,20 12.8, 03 18,AQL,,8.1,11.6,16.2,29,16,253,K2,1909,,
20451,Baillaud 2946,,1,19 32.4, 04 29,AQL,,8.6,11.4,10.5,66,16,252,K0,1910,,
20452,Baillaud 2957,,1,19 57.6, 04 25,AQL,,8.7,11.6,13.8,190,16,252/ 253,K0,1910,,
20453,Baillaud 900,,1,18 57.1,-00 36,AQL,,8.8,11.1,17,23,15/ 16,250/ 251,,1894,,
20454,Baillaud 913,,1,19 43.5,-00 01,AQL,,8.3,11.4,7.4,44,16,252,,1896,,
20455,Burnham 1204,,1,19 12.0, 02 37,AQL,AB,7.2,8,0.3,5,16,251,B9,1890,12147,
20456,Burnham 1257,,1,19 36.1, 11 09,AQL,,6.5,12.9,3.8,176,16,207,A2,1891,12660,
20457,Burnham 140,,1,19 16.8,-10 58,AQL,AB,7,10.4,39.4,321,16,296,G0,1917,12244,
20458,Burnham 148,,1,19 52.0,-10 20,AQL,AB,7.7,8.1,0.6,249,16,297,F2,1982,13028,
20459,Burnham 148-AC,,1,19 52.0,-10 20,AQL,AC,7.1,12.7,27,64,16,297,F2,1891,13028,
20460,Burnham 266,,1,19 57.9, 11 25,AQL,,7.4,11.5,15.8,167,16,207/ 208,A3,1875,13168,
20461,Burnham 468,,1,19 46.0, 04 14,AQL,,7,11.3,9.7,182,16,252,G0,1876,12882,
20462,Burnham 56,,1,20 05.1,-04 19,AQL,,8,9,1.5,181,16,253,F5,1979,13334,
20463,Burnham 57,,1,20 05.4, 15 29,AQL,,6.6,11,2.4,120,16,208,M,1875,13344,A is a sp-bin.
20464,Burnham 650,,1,19 32.2, 06 29,AQL,AB,7.6,11.1,6.5,146,16,207,A0,1891,12569,
